,counterpress,location,match_id,out,pass_aerial_won,pass_angle,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outswinging,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,player,position,under_pressure,xA
63363,,"[64.4, 39.1]",3879661,,,-2.852089,Right Foot,,,,"[55.0, 36.3]",,Ground Pass,,9.80816,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,6.2696786e-06
63364,,"[57.8, 38.3]",3879661,,,-1.553099,Right Foot,,,,"[58.0, 27.0]",,Ground Pass,,11.30177,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.5665837e-05
63365,,"[58.0, 27.0]",3879661,,,2.6129029,Left Foot,,,,"[47.9, 32.9]",,Ground Pass,,11.697008,,,,,,,,,Marek Hamšík,Left Center Midfield,,6.3190804e-05
63366,,"[48.4, 32.9]",3879661,,,-0.27324495,Right Foot,,,,"[64.1, 28.5]",,Ground Pass,,16.304907,,,,,,,,,Kalidou Koulibaly,Left Center Back,,2.8999023e-06
63367,,"[64.1, 28.5]",3879661,,,2.0860412,Left Foot,,,,"[59.4, 36.8]",,Ground Pass,,9.538343,,,,,,,,,Marek Hamšík,Left Center Midfield,,0.00010617333
63368,,"[59.4, 36.8]",3879661,,,-0.6237017,Right Foot,,,,"[67.6, 30.9]",,Ground Pass,,10.10198,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.2221311e-05
63371,,"[28.5, 40.2]",3879661,,,2.9865959,Right Foot,,,,"[9.3, 43.2]",,Ground Pass,,19.432962,,,,,,,,,José María Callejón Bueno,Right Wing,,1.6252456e-05
63372,,"[9.3, 43.2]",3879661,,,0.6373188,Right Foot,,,,"[19.7, 50.9]",,Ground Pass,,12.940248,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,5.1758223e-05
63373,,"[21.6, 51.1]",3879661,,,-0.7562094,Right Foot,,,,"[35.7, 37.8]",,Ground Pass,,19.382982,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,2.2545482e-06
63374,,"[54.4, 39.1]",3879661,,,0.2421418,Right Foot,,,,"[71.0, 43.2]",,Ground Pass,,17.098831,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.8438352e-06
63375,,"[71.0, 43.2]",3879661,,,2.91349,Right Foot,,,,"[65.4, 44.5]",,Ground Pass,,5.748913,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,5.0478516e-06
63376,,"[65.4, 44.5]",3879661,,,-2.9996955,Right Foot,,,,"[61.9, 44.0]",,Ground Pass,,3.535534,,,,,,,,,José María Callejón Bueno,Right Wing,,3.8526946e-06
63377,,"[60.7, 40.5]",3879661,,,-1.434799,Right Foot,,,,"[64.6, 12.0]",,Ground Pass,,28.765604,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,2.8901128e-05
63378,,"[63.9, 9.3]",3879661,,,-0.2914568,Left Foot,,,,"[77.9, 5.1]",,Ground Pass,,14.616429,,,,,,,,,Faouzi Ghoulam,Left Back,,6.6912226e-06
63379,,"[73.5, 14.5]",3879661,,,0.53527373,Right Foot,,,,"[107.9, 34.9]",,High Pass,,39.994,,,,,,Through Ball,True,,Lorenzo Insigne,Left Wing,,0.0022416082
63383,,"[67.9, 22.8]",3879661,,,-0.08581027,Head,,,,"[77.2, 22.0]",,Low Pass,,9.334345,,,,,,,,Recovery,Jorge Luiz Frello Filho,Center Defensive Midfield,,4.4466133e-06
63384,,"[77.0, 27.2]",3879661,,,2.5319328,Right Foot,,,,"[70.7, 31.6]",,Ground Pass,,7.6843996,,,,,,,,,Lorenzo Insigne,Left Wing,,1.2368547e-06
