,location,out,player,position,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_one_on_one,shot_open_goal,shot_outcome,shot_technique,shot_type,under_pressure,shot_saved_to_post,shot_saved_off_target,xG,match_id
143184,"[94.0, 42.2]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[117.1, 38.9, 2.0]",,,,Saved,Lob,Open Play,,,,0.0033075756,3879855
143185,"[90.6, 36.7]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[119.1, 41.1, 2.4]",,,,Saved,Normal,Open Play,True,,,0.001423887,3879855
143186,"[107.3, 32.8]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 49.1, 1.1]",True,,,Off T,Overhead Kick,Open Play,,,,0.006672508,3879855
143188,"[94.5, 47.4]",,Elseid Hysaj,Right Back,,Right Foot,,"[100.8, 44.9]",True,,,Blocked,Volley,Open Play,True,,,0.0005976119,3879855
143189,"[112.1, 36.5]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[112.9, 36.9]",True,,,Blocked,Normal,Open Play,True,,,0.0048478544,3879855
143190,"[103.6, 40.0]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[116.2, 39.2, 0.2]",,,,Saved,Normal,Open Play,True,,,0.0020511106,3879855
143191,"[94.4, 33.5]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[118.8, 36.4, 0.4]",,,,Saved,Normal,Open Play,,,,0.0030038175,3879855
143192,"[97.3, 21.4]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 35.0, 0.3]",,,,Off T,Normal,Open Play,,,,0.004098185,3879855
143193,"[107.9, 26.6]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 37.3, 2.8]",,,,Post,Normal,Open Play,,,,0.004594084,3879855
143194,"[102.5, 25.7]",,Dries Mertens,Left Wing,,Right Foot,,"[120.0, 45.7, 0.5]",,,,Off T,Normal,Open Play,True,,,0.00456497,3879855
143196,"[104.1, 53.6]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[120.0, 41.3, 3.6]",True,,,Off T,Lob,Open Play,True,,,0.002243439,3879855
143197,"[104.0, 27.1]",,Dries Mertens,Left Wing,,Right Foot,,"[120.0, 44.7, 0.2]",,,,Off T,Normal,Open Play,True,,,0.004661838,3879855
143198,"[107.7, 42.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Head,,"[120.0, 43.2, 0.4]",,,,Goal,Normal,Open Play,,,,0.985393,3879855
143201,"[108.2, 31.5]",,Dries Mertens,Left Wing,,Left Foot,,"[112.1, 34.0, 1.4]",,,,Saved,Normal,Open Play,,,,0.0020485998,3879855
143202,"[110.0, 38.5]",,Omar El Kaddouri,Right Wing,,Left Foot,,"[118.5, 37.8, 0.7]",True,,,Saved,Normal,Open Play,,,,0.0029801994,3879855
147000,"[109.2, 50.1]",,Gonzalo Gerardo Higuaín,Center Forward,,Head,,"[111.0, 48.9]",,,,Blocked,Normal,Open Play,,,,0.0019707896,3879862
147001,"[96.9, 44.7]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[105.6, 44.1]",,,,Blocked,Half Volley,Open Play,True,,,0.0007624461,3879862
147002,"[103.4, 48.5]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,True,"[118.4, 43.8, 0.9]",,,,Saved,Normal,Open Play,True,,,0.0011899768,3879862
147003,"[102.0, 36.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[118.2, 38.1, 0.4]",True,,,Saved,Volley,Open Play,True,,,0.0016798906,3879862
147004,"[108.1, 30.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 43.2, 0.2]",,,,Goal,Normal,Open Play,True,,,0.9933976,3879862
147008,"[115.7, 41.5]",,José María Callejón Bueno,Right Wing,,Left Foot,,"[120.0, 39.6, 0.2]",True,,True,Goal,Normal,Open Play,True,,,0.97966236,3879862
147009,"[94.9, 37.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 44.1, 0.3]",,,,Post,Normal,Open Play,True,,,0.0038625048,3879862
147010,"[104.5, 39.5]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[117.0, 39.7, 0.7]",True,,,Saved,Volley,Open Play,True,,,0.0015317767,3879862
147011,"[84.8, 43.6]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[118.1, 38.3, 0.3]",,,,Saved,Normal,Free Kick,,,,0.0025844849,3879862
147012,"[113.0, 53.4]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[120.0, 46.1, 0.4]",True,,,Off T,Half Volley,Open Play,True,,,0.013215408,3879862
147013,"[92.8, 48.0]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 44.3, 5.6]",,,,Off T,Normal,Open Play,True,,,0.0009732553,3879862
147014,"[85.5, 22.8]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[120.0, 34.7, 7.4]",,,,Off T,Normal,Open Play,,,,0.0018532606,3879862
147015,"[95.9, 52.3]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[100.5, 50.2]",,,,Blocked,Normal,Open Play,,,,0.00083011703,3879862
147019,"[109.3, 56.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 42.4, 5.0]",,True,,Off T,Normal,Open Play,True,,,0.010577972,3879862
147020,"[99.4, 46.4]",,Lorenzo Insigne,Left Wing,,Left Foot,,"[120.0, 36.2, 6.3]",,,,Off T,Normal,Open Play,True,,,0.00330531,3879862
150701,"[109.4, 44.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 45.3, 1.4]",True,,,Off T,Half Volley,Open Play,True,,,0.011550166,3879867
150703,"[103.1, 56.7]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 34.1, 0.3]",,,,Off T,Normal,Open Play,,,,0.0028121674,3879867
150704,"[90.4, 41.1]",,Elseid Hysaj,Right Back,,Left Foot,,"[120.0, 50.7, 0.3]",True,,,Off T,Normal,Open Play,True,,,0.0017256637,3879867
150705,"[92.2, 29.3]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[120.0, 41.2, 6.6]",,,,Off T,Normal,Free Kick,,,,0.0031098006,3879867
150706,"[94.4, 29.5]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[117.9, 41.4, 0.6]",,,,Saved,Normal,Open Play,,,,0.0029996475,3879867
150707,"[104.8, 30.2]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[116.3, 39.7]",True,,,Blocked,Volley,Open Play,,,,0.0015777015,3879867
150709,"[102.4, 27.8]",True,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 43.6, 2.8]",,,,Post,Normal,Open Play,,,,0.0041388804,3879867
150710,"[94.6, 31.4]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[120.0, 46.9, 7.0]",True,,,Off T,Half Volley,Open Play,,,,0.0011036794,3879867
150711,"[114.6, 35.2]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[115.4, 35.6]",True,,,Blocked,Half Volley,Open Play,,,,0.0025901033,3879867
150712,"[92.3, 31.4]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[101.8, 34.6]",,,,Blocked,Normal,Open Play,,,,0.0014870053,3879867
150713,"[114.5, 53.6]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[118.3, 45.4, 1.8]",True,,,Saved,Volley,Open Play,,,,0.0014344825,3879867
150714,"[105.9, 34.7]",,Vlad Iulian Chiricheș,Right Center Back,,Right Foot,,"[118.2, 39.4, 0.3]",True,,,Saved,Volley,Open Play,,,,0.0019961912,3879867
150715,"[112.8, 48.9]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[116.8, 42.5, 1.6]",True,,,Saved,Normal,Open Play,,,,0.0032365832,3879867
150716,"[93.5, 38.7]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[96.4, 38.8]",,,,Blocked,Normal,Open Play,,,,0.0021727795,3879867
150717,"[90.1, 27.7]",,Jorge Luiz Frello Filho,Center Defensive Midfield,,Right Foot,,"[104.9, 33.4]",,,,Blocked,Normal,Open Play,,,,0.0015936808,3879867
150718,"[105.5, 34.8]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[112.7, 35.9]",,,,Blocked,Normal,Open Play,,,,0.0018009072,3879867
150719,"[99.9, 28.6]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[117.1, 40.8, 0.5]",True,,,Saved,Normal,Open Play,,,,0.002015415,3879867
150720,"[114.5, 37.1]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 37.2, 2.0]",True,,,Goal,Half Volley,Open Play,True,,,0.9797441,3879867
150721,"[111.7, 52.9]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[116.9, 44.2]",True,,,Blocked,Half Volley,Open Play,,,,0.002098233,3879867
150722,"[107.7, 39.9]",,Vlad Iulian Chiricheș,Right Center Back,,Right Foot,,"[120.0, 43.9, 6.8]",True,,,Off T,Half Volley,Open Play,True,,,0.0031407557,3879867
150723,"[96.9, 44.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 45.9, 7.0]",,,,Off T,Normal,Open Play,,,,0.0013916297,3879867
150725,"[102.6, 50.6]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[107.7, 48.5]",True,,,Blocked,Half Volley,Open Play,,,,0.00081734656,3879867
150726,"[114.7, 43.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 43.0, 0.6]",True,,,Goal,Volley,Open Play,,,,0.99234164,3879867
150728,"[99.3, 24.6]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 47.5, 1.5]",,,,Off T,Normal,Open Play,,,,0.0036752545,3879867
150729,"[115.2, 46.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 37.1, 1.4]",True,,,Goal,Volley,Open Play,,,,0.9859352,3879867
150732,"[95.1, 29.1]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[98.3, 30.5]",,,,Blocked,Normal,Open Play,,,,0.001395408,3879867
150733,"[104.3, 32.2]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[116.6, 37.5, 0.7]",True,,,Saved,Normal,Open Play,,,,0.0012941178,3879867
150734,"[100.4, 31.4]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 42.7, 5.2]",True,,,Off T,Normal,Open Play,,,,0.0048477626,3879867
150735,"[103.2, 37.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 39.5, 1.8]",,,,Goal,Volley,Open Play,True,,,0.94677883,3879867
150739,"[106.8, 32.3]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 26.8, 0.4]",True,,,Off T,Volley,Open Play,,,,0.0044135735,3879867
150740,"[97.8, 54.1]",,Lorenzo Insigne,Right Wing,,Right Foot,,"[116.3, 45.1, 0.2]",,,,Saved,Normal,Open Play,,,,0.00057128,3879867
150741,"[107.8, 21.2]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[109.7, 24.7]",,,,Blocked,Normal,Open Play,,,,0.0011707474,3879867
150742,"[112.4, 36.4]",,Dries Mertens,Left Wing,,Head,,"[117.9, 37.8, 0.9]",,True,,Saved,Normal,Open Play,,,,0.00384514,3879867
